,player,card,time,age,round,game_id,text
9142,Green,Reserves,2020-05-29 11:16:24,II,11,7476793,Green takes Reserves in hand#Green uses 2 civil action #
9143,Green,Cannon,2020-05-29 11:15:59,II,11,7476793,Green takes Cannon in hand#Green uses 1 civil action #
9144,Purple,Cavalrymen,2020-05-29 11:11:15,II,11,7476793,Purple takes Cavalrymen in hand#Purple uses 2 civil action #
9145,Orange,Eiffel Tower,2020-05-29 10:59:04,II,11,7476793,Orange takes Eiffel Tower in hand#Orange uses 3 civil action #
9146,Purple,Rich Land,2020-05-29 10:02:43,II,10,7476793,Purple takes Rich Land in hand#Purple uses 1 civil action #
9147,Purple,Wave of Nationalism,2020-05-29 10:02:00,II,10,7476793,Purple takes Wave of Nationalism in hand#Purple uses 1 civil action #
9148,Orange,Coal,2020-05-29 09:40:29,II,10,7476793,Orange takes Coal in hand#Orange uses 1 civil action #
9149,Orange,Engineering Genius,2020-05-29 09:37:51,II,10,7476793,Orange takes Engineering Genius in hand#Orange uses 1 civil action #
9150,Grey,Maximillien Robespierre,2020-05-29 05:28:04,II,9,7476793,Grey takes Maximillien Robespierre in hand#Grey uses 2 civil action #
9151,Grey,Frugality,2020-05-29 05:27:50,II,9,7476793,Grey takes Frugality in hand#Grey uses 2 civil action #
9152,Green,Constitutional Monarchy,2020-05-28 23:26:42,II,9,7476793,Green takes Constitutional Monarchy in hand#Green uses 1 civil action #
9153,Purple,Scientific Method,2020-05-28 22:32:27,II,9,7476793,Purple takes Scientific Method in hand#Purple uses 1 civil action #
9154,Purple,Isaac Newton,2020-05-28 22:30:34,II,9,7476793,Purple takes Isaac Newton in hand#Purple uses 3 civil action #
9155,Orange,Breakthrough,2020-05-28 20:50:17,II,9,7476793,Orange takes Breakthrough in hand#Orange uses 3 civil action #
9156,Orange,Strategy,2020-05-28 20:49:32,II,9,7476793,Orange takes Strategy in hand#Orange uses 1 civil action #
9157,Orange,Efficient Upgrade,2020-05-28 20:49:26,II,9,7476793,Orange takes Efficient Upgrade in hand#Orange uses 1 civil action #
9158,Grey,Coal,2020-05-28 20:40:19,II,8,7476793,Grey takes Coal in hand#Grey uses 1 civil action #
9159,Grey,Selective Breeding,2020-05-28 20:40:16,II,8,7476793,Grey takes Selective Breeding in hand#Grey uses 2 civil action #
9160,Green,Organized Religion,2020-05-28 19:57:11,II,8,7476793,Green takes Organized Religion in hand#Green uses 1 civil action #
9161,Green,Selective Breeding,2020-05-28 19:56:17,II,8,7476793,Green takes Selective Breeding in hand#Green uses 2 civil action #
9162,Green,Riflemen,2020-05-28 19:56:12,II,8,7476793,Green takes Riflemen in hand#Green uses 1 civil action #
9163,Purple,Constitutional Monarchy,2020-05-28 19:52:35,II,8,7476793,Purple takes Constitutional Monarchy in hand#Purple uses 1 civil action #
9164,Orange,Irrigation,2020-05-28 18:29:18,II,8,7476793,Orange takes Irrigation in hand#Orange uses 1 civil action #
9165,Orange,Urban Growth,2020-05-28 18:29:12,II,8,7476793,Orange takes Urban Growth in hand#Orange uses 1 civil action #
9166,Orange,Theology,2020-05-28 18:28:16,II,8,7476793,Orange takes Theology in hand#Orange uses 1 civil action #
9167,Grey,Theology,2020-05-28 18:22:06,II,7,7476793,Grey takes Theology in hand#Grey uses 1 civil action #
9168,Grey,Theology,2020-05-28 18:21:51,II,7,7476793,Grey takes Theology in hand#Grey uses 1 civil action #
9169,Grey,Rich Land,2020-05-28 18:20:46,II,7,7476793,Grey takes Rich Land in hand#Grey uses 1 civil action #
9170,Grey,Irrigation,2020-05-28 18:19:52,II,7,7476793,Grey takes Irrigation in hand#Grey uses 2 civil action #
9171,Green,Reserves,2020-05-28 18:13:44,II,7,7476793,Green takes Reserves in hand#Green uses 1 civil action #
9172,Purple,Swordsmen,2020-05-28 17:59:26,II,7,7476793,Purple takes Swordsmen in hand#Purple uses 1 civil action #
9173,Purple,Bread & Circuses,2020-05-28 17:56:10,II,7,7476793,Purple takes Bread & Circuses in hand#Purple uses 2 civil action #
9174,Orange,Iron,2020-05-28 17:46:33,I,7,7476793,Orange takes Iron in hand#Orange uses 2 civil action #
9175,Orange,Code of Laws,2020-05-28 17:45:46,I,7,7476793,Orange takes Code of Laws in hand#Orange uses 1 civil action #
9176,Grey,Alchemy,2020-05-28 17:31:35,I,6,7476793,Grey takes Alchemy in hand#Grey uses 2 civil action #
9177,Grey,Patriotism,2020-05-28 17:31:24,I,6,7476793,Grey takes Patriotism in hand#Grey uses 1 civil action #
9178,Grey,Patriotism,2020-05-28 17:30:21,I,6,7476793,Grey takes Patriotism in hand#Grey uses 1 civil action #
9179,Green,Breakthrough,2020-05-28 17:27:21,I,6,7476793,Green takes Breakthrough in hand#Green uses 1 civil action #
9180,Green,Rich Land,2020-05-28 17:27:18,I,6,7476793,Green takes Rich Land in hand#Green uses 1 civil action #
9181,Green,Genghis Khan,2020-05-28 17:27:08,I,6,7476793,Green takes Genghis Khan in hand#Green uses 1 civil action #
9182,Purple,Cultural Heritage,2020-05-28 17:18:48,I,6,7476793,Purple takes Cultural Heritage in hand#Purple uses 1 civil action #
9183,Purple,Irrigation,2020-05-28 17:14:52,I,6,7476793,Purple takes Irrigation in hand#Purple uses 1 civil action #
9184,Purple,Monarchy,2020-05-28 17:13:33,I,6,7476793,Purple takes Monarchy in hand#Purple uses 1 civil action #
9185,Orange,Printing Press,2020-05-28 17:06:22,I,6,7476793,Orange takes Printing Press in hand#Orange uses 1 civil action #
9186,Orange,Breakthrough,2020-05-28 17:06:19,I,6,7476793,Orange takes Breakthrough in hand#Orange uses 1 civil action #
9187,Grey,Knights,2020-05-28 17:02:57,I,5,7476793,Grey takes Knights in hand#Grey uses 1 civil action #
9188,Green,Frugality,2020-05-27 22:07:44,I,5,7476793,Green takes Frugality in hand#Green uses 1 civil action #
9189,Green,Iron,2020-05-27 22:04:50,I,5,7476793,Green takes Iron in hand#Green uses 1 civil action #
9190,Purple,Iron,2020-05-27 21:35:32,I,5,7476793,Purple takes Iron in hand#Purple uses 1 civil action #
9191,Purple,Alchemy,2020-05-27 21:35:12,I,5,7476793,Purple takes Alchemy in hand#Purple uses 1 civil action #
9192,Orange,Urban Growth,2020-05-27 21:13:48,I,5,7476793,Orange takes Urban Growth in hand#Orange uses 1 civil action #
9193,Orange,Joan of Arc,2020-05-27 21:12:41,I,5,7476793,Orange takes Joan of Arc in hand#Orange uses 1 civil action #
9194,Grey,Warfare,2020-05-27 21:03:54,I,4,7476793,Grey takes Warfare in hand#Grey uses 1 civil action #
9195,Grey,Warfare,2020-05-27 21:03:02,I,4,7476793,Grey takes Warfare in hand#Grey uses 1 civil action #
9196,Green,Knights,2020-05-27 20:59:00,I,4,7476793,Green takes Knights in hand#Green uses 2 civil action #
9197,Purple,Reserves,2020-05-27 20:20:10,I,4,7476793,Purple takes Reserves in hand#Purple uses 1 civil action #
9198,Purple,Cartography,2020-05-27 20:19:39,I,4,7476793,Purple takes Cartography in hand#Purple uses 2 civil action #
9199,Purple,Taj Mahal,2020-05-27 20:16:33,I,4,7476793,Purple takes Taj Mahal in hand##
9200,Orange,Reserves,2020-05-27 19:49:49,I,4,7476793,Orange takes Reserves in hand#Orange uses 1 civil action #
9201,Orange,Swordsmen,2020-05-27 19:47:50,I,4,7476793,Orange takes Swordsmen in hand#Orange uses 1 civil action #
9202,Grey,Rich Land,2020-05-27 18:55:02,I,3,7476793,Grey takes Rich Land in hand#Grey uses 1 civil action #
9203,Grey,St. Peter's Basilica,2020-05-27 18:54:23,I,3,7476793,Grey takes St. Peter's Basilica in hand#Grey uses 1 civil action #
9204,Green,Code of Laws,2020-05-27 18:29:11,I,3,7476793,Green takes Code of Laws in hand#Green uses 1 civil action #
9205,Green,Engineering Genius,2020-05-27 18:29:08,I,3,7476793,Green takes Engineering Genius in hand#Green uses 2 civil action #
9206,Purple,Frederick Barbarossa,2020-05-27 18:21:44,I,3,7476793,Purple takes Frederick Barbarossa in hand#Purple uses 1 civil action Purple uses 1 military action #
9207,Orange,Patriotism,2020-05-27 18:11:15,I,3,7476793,Orange takes Patriotism in hand#Orange uses 1 civil action #
9208,Grey,Urban Growth,2020-05-27 17:16:37,I,2,7476793,Grey takes Urban Growth in hand#Grey uses 1 civil action #
9209,Green,Universitas Carolina,2020-05-27 16:30:32,I,2,7476793,Green takes Universitas Carolina in hand#Green uses 2 civil action #
9210,Purple,Engineering Genius,2020-05-27 16:21:16,I,2,7476793,Purple takes Engineering Genius in hand#Purple uses 1 civil action Purple uses 1 military action #
9211,Purple,Library of Alexandria,2020-05-27 16:19:20,I,2,7476793,Purple takes Library of Alexandria in hand#Purple uses 2 civil action #
9212,Orange,Cultural Heritage,2020-05-27 16:13:49,I,2,7476793,Orange takes Cultural Heritage in hand#Orange uses 1 civil action #
9213,Orange,Pyramids,2020-05-27 16:13:28,I,2,7476793,Orange takes Pyramids in hand#Orange uses 1 civil action #
9214,Grey,Moses,2020-05-27 16:04:11,A,1,7476793,Grey takes Moses in hand#Grey uses 2 civil action #
9215,Grey,Frugality,2020-05-27 16:04:04,A,1,7476793,Grey takes Frugality in hand#Grey uses 1 civil action #
9216,Grey,Frugality,2020-05-27 16:03:33,A,1,7476793,Grey takes Frugality in hand#Grey uses 1 civil action #
9217,Grey,Pyramids,2020-05-27 16:03:12,A,1,7476793,Grey takes Pyramids in hand#Grey uses 2 civil action #
9218,Grey,Moses,2020-05-27 16:03:05,A,1,7476793,Grey takes Moses in hand#Grey uses 2 civil action #
9219,Green,Urban Growth,2020-05-27 14:37:30,A,1,7476793,Green takes Urban Growth in hand#Green uses 2 civil action #
9220,Green,Aristotle,2020-05-27 14:37:13,A,1,7476793,Green takes Aristotle in hand#Green uses 1 civil action #
9221,Purple,Rich Land,2020-05-27 14:13:04,A,1,7476793,Purple takes Rich Land in hand#Purple uses 1 civil action #
9222,Purple,Rich Land,2020-05-27 14:12:44,A,1,7476793,Purple takes Rich Land in hand#Purple uses 1 civil action #
9223,Purple,Hammurabi,2020-05-27 14:12:42,A,1,7476793,Purple takes Hammurabi in hand#Purple uses 1 civil action #
9224,Orange,Homer,2020-05-27 14:11:11,A,1,7476793,Orange takes Homer in hand#Orange uses 1 civil action #
9225,Purple,Efficient Upgrade,2020-06-02 19:04:16,IV,17,7476918,Purple takes Efficient Upgrade in hand#Purple uses 1 civil action #
9226,Purple,Mechanized Agriculture,2020-06-02 19:04:13,IV,17,7476918,Purple takes Mechanized Agriculture in hand#Purple uses 1 civil action #
9227,Green,Rockets,2020-06-02 18:19:03,IV,16,7476918,Green takes Rockets in hand#Green uses 1 civil action #
9228,Green,Winston Churchill,2020-06-02 18:19:00,IV,16,7476918,Green takes Winston Churchill in hand#Green uses 2 civil action #
9229,Purple,Professional Sports,2020-06-02 16:53:40,III,16,7476918,Purple takes Professional Sports in hand#Purple uses 2 civil action #
9230,Purple,Rockets,2020-06-02 16:53:15,III,16,7476918,Purple takes Rockets in hand#Purple uses 1 civil action #
9231,Purple,Multimedia,2020-06-02 16:52:33,III,16,7476918,Purple takes Multimedia in hand#Purple uses 1 civil action #
9232,Purple,Reserves,2020-06-02 16:50:19,III,16,7476918,Purple takes Reserves in hand#Purple uses 2 civil action #
9233,Orange,Movies,2020-06-02 16:43:13,III,16,7476918,Orange takes Movies in hand#Orange uses 2 civil action #
9234,Orange,Charles Chaplin,2020-06-02 16:41:47,III,16,7476918,Orange takes Charles Chaplin in hand#Orange uses 2 civil action #
9235,Orange,Movies,2020-06-02 16:40:34,III,16,7476918,Orange takes Movies in hand#Orange uses 2 civil action #
9236,Green,Urban Growth,2020-06-02 16:10:18,III,16,7476918,Green takes Urban Growth in hand#Green uses 3 civil action #
9237,Green,Military Build-Up,2020-06-02 16:08:57,III,16,7476918,Green takes Military Build-Up in hand#Green uses 3 civil action #
9238,Purple,Multimedia,2020-06-02 14:09:16,III,16,7476918,Purple takes Multimedia in hand#Purple uses 1 civil action #
9239,Purple,Tanks,2020-06-02 14:08:53,III,16,7476918,Purple takes Tanks in hand#Purple uses 1 civil action #
9240,Purple,Engineering Genius,2020-06-02 14:08:01,III,16,7476918,Purple takes Engineering Genius in hand#Purple uses 2 civil action #
9241,Purple,Air Forces,2020-06-02 14:07:57,III,16,7476918,Purple takes Air Forces in hand#Purple uses 1 civil action #
9242,Orange,First Space Flight,2020-06-02 14:05:04,III,16,7476918,Orange takes First Space Flight in hand#Orange uses 3 civil action #
9243,Orange,Reserves,2020-06-02 14:03:34,III,16,7476918,Orange takes Reserves in hand#Orange uses 1 civil action #
9244,Grey,Military Theory,2020-06-02 13:11:19,III,15,7476918,Grey takes Military Theory in hand#Grey uses 1 civil action #
9245,Grey,Endowment for the Arts,2020-06-02 13:10:34,III,15,7476918,Grey takes Endowment for the Arts in hand#Grey uses 1 civil action #
9246,Green,Urban Growth,2020-06-02 13:00:43,III,15,7476918,Green takes Urban Growth in hand#Green uses 2 civil action #
9247,Green,Civil Service,2020-06-02 13:00:31,III,15,7476918,Green takes Civil Service in hand#Green uses 1 civil action #
9248,Green,Democracy,2020-06-02 13:00:16,III,15,7476918,Green takes Democracy in hand#Green uses 1 civil action #
9249,Purple,Patriotism,2020-06-02 11:47:45,III,15,7476918,Purple takes Patriotism in hand#Purple uses 2 civil action #
9250,Purple,Movies,2020-06-02 11:47:01,III,15,7476918,Purple takes Movies in hand#Purple uses 2 civil action #
9251,Purple,Fast Food Chains,2020-06-02 11:46:52,III,15,7476918,Purple takes Fast Food Chains in hand#Purple uses 3 civil action #
9252,Orange,Oil,2020-06-02 10:43:46,III,15,7476918,Orange takes Oil in hand#Orange uses 1 civil action #
9253,Orange,Satellites,2020-06-02 10:43:12,III,15,7476918,Orange takes Satellites in hand#Orange uses 1 civil action #
9254,Orange,Air Forces,2020-06-02 10:39:09,III,15,7476918,Orange takes Air Forces in hand#Orange uses 2 civil action #
9255,Orange,Efficient Upgrade,2020-06-02 10:39:05,III,15,7476918,Orange takes Efficient Upgrade in hand#Orange uses 1 civil action #
9256,Orange,Revolutionary Idea,2020-06-02 10:38:59,III,15,7476918,Orange takes Revolutionary Idea in hand#Orange uses 1 civil action #
9257,Green,Revolutionary Idea,2020-06-02 10:14:02,III,14,7476918,Green takes Revolutionary Idea in hand#Green uses 1 civil action #
9258,Purple,Oil,2020-06-02 09:53:00,III,14,7476918,Purple takes Oil in hand#Purple uses 1 civil action #
9259,Purple,Engineering,2020-06-02 09:51:52,III,14,7476918,Purple takes Engineering in hand#Purple uses 1 civil action #
9260,Purple,Albert Einstein,2020-06-02 09:51:41,III,14,7476918,Purple takes Albert Einstein in hand#Purple uses 1 civil action #
9261,Orange,Tanks,2020-06-02 09:47:48,III,14,7476918,Orange takes Tanks in hand#Orange uses 1 civil action #
9262,Orange,Modern Infantry,2020-06-02 09:47:46,III,14,7476918,Orange takes Modern Infantry in hand#Orange uses 1 civil action #
9263,Grey,Reserves,2020-06-02 09:36:16,III,13,7476918,Grey takes Reserves in hand#Grey uses 1 civil action #
9264,Grey,Riflemen,2020-06-02 09:35:49,III,13,7476918,Grey takes Riflemen in hand#Grey uses 1 civil action #
9265,Grey,Reserves,2020-06-02 09:35:10,III,13,7476918,Grey takes Reserves in hand#Grey uses 1 civil action #
9266,Grey,Selective Breeding,2020-06-02 09:34:51,III,13,7476918,Grey takes Selective Breeding in hand#Grey uses 1 civil action #
9267,Green,Navigation,2020-06-02 08:37:51,III,13,7476918,Green takes Navigation in hand#Green uses 2 civil action #
9268,Green,Cannon,2020-06-02 08:33:02,III,13,7476918,Green takes Cannon in hand#Green uses 1 civil action #
9269,Purple,Reserves,2020-06-01 21:38:21,III,13,7476918,Purple takes Reserves in hand#Purple uses 3 civil action #
9270,Purple,Eiffel Tower,2020-06-01 21:38:09,III,13,7476918,Purple takes Eiffel Tower in hand#Purple uses 2 civil action #
9271,Orange,Revolutionary Idea,2020-06-01 21:33:20,III,13,7476918,Orange takes Revolutionary Idea in hand#Orange uses 1 civil action #
9272,Orange,Team Sports,2020-06-01 21:33:08,III,13,7476918,Orange takes Team Sports in hand#Orange uses 2 civil action #
9273,Grey,Napoleon Bonaparte,2020-06-01 21:28:17,II,12,7476918,Grey takes Napoleon Bonaparte in hand#Grey uses 3 civil action #
9274,Green,Patriotism,2020-06-01 21:25:50,II,12,7476918,Green takes Patriotism in hand#Green uses 1 civil action #
9275,Green,James Cook,2020-06-01 21:25:25,II,12,7476918,Green takes James Cook in hand#Green uses 2 civil action #
9276,Purple,Breakthrough,2020-06-01 21:10:13,II,12,7476918,Purple takes Breakthrough in hand#Purple uses 3 civil action #
9277,Purple,Coal,2020-06-01 21:09:17,II,12,7476918,Purple takes Coal in hand#Purple uses 1 civil action #
9278,Orange,Scientific Method,2020-06-01 19:43:56,II,12,7476918,Orange takes Scientific Method in hand#Orange uses 1 civil action #
9279,Orange,Efficient Upgrade,2020-06-01 19:42:44,II,12,7476918,Orange takes Efficient Upgrade in hand#Orange uses 2 civil action #
9280,Grey,Engineering Genius,2020-06-01 17:21:40,II,11,7476918,Grey takes Engineering Genius in hand#Grey uses 3 civil action #
9281,Green,Journalism,2020-06-01 17:05:24,II,11,7476918,Green takes Journalism in hand#Green uses 1 civil action #
9282,Purple,Wave of Nationalism,2020-06-01 16:48:36,II,11,7476918,Purple takes Wave of Nationalism in hand#Purple uses 2 civil action #
9283,Purple,Breakthrough,2020-06-01 16:48:09,II,11,7476918,Purple takes Breakthrough in hand#Purple uses 2 civil action #
9284,Orange,Urban Growth,2020-06-01 15:18:34,II,11,7476918,Orange takes Urban Growth in hand#Orange uses 1 civil action #
9285,Orange,Johannes Sebastian Bach,2020-06-01 15:18:30,II,11,7476918,Orange takes Johannes Sebastian Bach in hand#Orange uses 1 civil action #
9286,Grey,Ocean Liner,2020-06-01 14:58:31,II,10,7476918,Grey takes Ocean Liner in hand#Grey uses 2 civil action #
9287,Grey,Reserves,2020-06-01 14:53:41,II,10,7476918,Grey takes Reserves in hand#Grey uses 1 civil action #
9288,Green,Kremlin,2020-06-01 14:49:20,II,10,7476918,Green takes Kremlin in hand#Green uses 2 civil action #
9289,Green,Cavalrymen,2020-06-01 14:48:57,II,10,7476918,Green takes Cavalrymen in hand#Green uses 2 civil action #
9290,Green,Rich Land,2020-06-01 14:48:44,II,10,7476918,Green takes Rich Land in hand#Green uses 1 civil action #
9291,Purple,Journalism,2020-06-01 14:45:24,II,10,7476918,Purple takes Journalism in hand#Purple uses 1 civil action #
9292,Purple,Constitutional Monarchy,2020-06-01 14:45:17,II,10,7476918,Purple takes Constitutional Monarchy in hand#Purple uses 2 civil action #
9293,Purple,Organized Religion,2020-06-01 14:44:35,II,10,7476918,Purple takes Organized Religion in hand#Purple uses 1 civil action #
